longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-118.6,34.26,18,6154,1070,3010,1034,5.6392,271500,<1H OCEAN
-117.91,33.63,30,2071,412,1081,412,4.9125,335700,<1H OCEAN
-115.62,33.04,17,1009,231,745,217,2.0463,61200,INLAND
-118.43,34.02,41,2403,516,1001,514,4.3906,500001,<1H OCEAN
-117.87,33.71,13,1087,340,817,342,3.5326,262500,<1H OCEAN
-117,32.8,33,1816,325,768,316,4.5662,150300,<1H OCEAN
-122.44,37.77,52,3225,667,1494,619,4.4875,500001,NEAR BAY
-117,32.67,16,2238,307,1002,303,6.6143,264100,NEAR OCEAN
-122.03,37.35,25,3095,514,1251,507,5.5388,352100,<1H OCEAN
-118.13,34.69,32,3670,765,1986,673,3.682,108800,INLAND
-117.31,34.43,16,5130,1172,3126,1046,1.6784,71900,INLAND
-121.83,39.74,34,3263,604,1290,594,2.575,130300,INLAND
-116.85,32.83,17,4234,770,2191,725,3.6445,197600,<1H OCEAN
-117.99,33.7,25,2017,357,1063,369,4.0345,229400,<1H OCEAN
-116,33.19,16,245,57,81,33,1.2639,51300,INLAND
-121.87,37.3,28,859,199,455,211,2.3293,215900,<1H OCEAN
-117.22,33.17,6,1487,362,810,322,3.625,135700,<1H OCEAN
-116.95,32.83,14,12517,2506,6389,2333,3.3081,168700,<1H OCEAN
-118.19,33.89,32,1696,438,1639,376,2.0357,107300,<1H OCEAN
-122.25,37.56,19,7976,1406,3437,1338,5.6396,430300,NEAR BAY
-118.34,33.9,36,1342,259,706,261,4.1776,236600,<1H OCEAN
-122.46,37.72,48,1690,339,962,317,3.2875,221500,NEAR OCEAN
-122.27,37.84,52,1688,337,853,325,2.1806,99700,NEAR BAY
-122.02,37.56,23,4332,857,2461,829,4.3594,223400,NEAR BAY
-118.19,33.9,36,2326,543,2073,494,1.9952,112900,<1H OCEAN
-118.4,33.89,36,2127,314,807,306,8.1596,500001,<1H OCEAN
-117.66,33.61,16,2022,254,789,270,8.4112,286900,<1H OCEAN
-117.87,33.69,4,2337,768,983,655,3.7174,275000,<1H OCEAN
-118.31,34.08,26,1609,534,1868,497,2.7038,227100,<1H OCEAN
-122.45,37.72,52,982,197,653,171,4.2167,231900,NEAR BAY
-118.33,33.88,30,1856,444,899,435,3.1505,270000,<1H OCEAN
-121.8,37.35,17,2529,423,1756,429,5.1017,240700,<1H OCEAN
-117.97,33.86,12,1370,367,1022,296,3.6471,141700,<1H OCEAN
-121.58,38.81,25,778,135,340,155,1.7857,258300,INLAND
-118.12,33.88,36,1083,218,557,210,3.0795,218400,<1H OCEAN
-117.65,34.11,28,2788,370,1140,385,5.3368,233500,INLAND
-118.25,34.06,12,4011,1438,1673,1088,5.3081,287500,<1H OCEAN
-118.35,33.91,34,2055,448,1134,408,3.825,235400,<1H OCEAN
-117.71,34.15,17,17715,2370,7665,2312,7.9068,349100,INLAND
-118.55,34.21,35,2592,490,1427,434,5.0623,246400,<1H OCEAN
-122.62,38.15,14,2259,341,1127,346,6.4092,334900,<1H OCEAN
-118.1,34.17,48,1111,229,421,202,3.2813,268100,INLAND
-121.87,37.39,9,2522,547,1591,481,4.9091,259700,<1H OCEAN
-116.92,32.79,24,4055,742,2123,744,4.5224,142000,<1H OCEAN
-117.16,32.71,52,845,451,1230,375,1.0918,22500,NEAR OCEAN
-118.56,34.03,34,2095,343,662,299,8.2934,500001,<1H OCEAN
-121.07,39.23,39,2099,433,929,423,1.9886,113800,INLAND
-118.4,34.26,13,4379,872,2560,853,4.2538,154300,<1H OCEAN
-117.02,32.81,14,3173,599,1451,585,3.7292,182200,<1H OCEAN
-118.27,33.79,26,2109,651,2120,605,2.1447,158700,<1H OCEAN
-120.78,38.73,31,3117,616,1606,588,2.9844,127900,INLAND
-122.41,37.79,52,6016,2509,3436,2119,2.5166,275000,NEAR BAY
-117.39,33.95,35,1599,284,721,287,4.125,120700,INLAND
-121.64,37.14,14,5487,1024,2823,979,4.175,229800,<1H OCEAN
-118.47,34,28,1259,302,668,280,4.2813,384400,<1H OCEAN
-122.81,38.08,19,1615,366,815,337,3.4609,238800,NEAR OCEAN
-117.09,32.77,31,3062,NA,1263,539,3.0875,291500,NEAR OCEAN
-122.22,37.47,35,367,113,398,109,2.5,166700,NEAR OCEAN
-119.27,35.89,18,1855,424,1839,392,1.7572,53300,INLAND
-122.48,37.7,33,4492,NA,3477,1537,3.0546,297900,NEAR OCEAN
-117.19,32.79,36,1514,258,665,278,3.8571,235100,NEAR OCEAN
-123.35,39.4,27,1321,338,779,327,1.85,71800,<1H OCEAN
-119.63,36.32,36,1518,287,749,255,2.2333,61000,INLAND
-121.93,37.26,39,1103,175,446,163,2.8125,291300,<1H OCEAN
-117.12,33.49,4,21988,4055,8824,3252,3.9963,191100,<1H OCEAN
-118.3,33.97,50,2270,451,1000,412,2.1221,119400,<1H OCEAN
-117.16,34.9,16,1579,327,934,298,2.7305,73800,INLAND
-118.15,34.2,52,1786,306,1018,322,4.1518,182100,INLAND
-118.9,35.41,6,4656,971,2320,935,3.0938,100800,INLAND
-118.16,34.01,40,1552,NA,1919,427,2.2596,137500,<1H OCEAN
-117.73,34.06,34,344,108,315,119,3.1786,117800,INLAND
-118.07,34.01,36,1391,283,1025,275,3.2375,176800,<1H OCEAN
-118.09,34.16,45,2199,358,942,353,5.0393,321100,INLAND
-122.07,37.95,39,2199,388,1025,385,4.5893,190000,NEAR BAY
-121.31,37.96,52,2654,468,1157,494,3.226,107600,INLAND
-117.78,33.86,16,4390,660,2146,633,6.1504,266000,<1H OCEAN
-118.37,33.93,46,442,88,255,94,4.4474,246900,<1H OCEAN
-117.98,33.95,35,4055,652,1758,639,6.1898,282400,<1H OCEAN
-122.22,38.1,44,2256,451,1057,426,3.1204,110800,NEAR BAY
-121.49,38.5,32,2364,439,1331,449,3.319,84500,INLAND
-118.35,34,46,3402,503,1389,504,5.3462,270400,<1H OCEAN
-120.47,37.3,40,3693,771,2102,742,2.1838,75000,INLAND
-117.05,33.03,16,87,20,32,21,4.3571,144600,<1H OCEAN
-122.13,37.75,30,414,54,137,50,4.975,311100,NEAR BAY
-118.21,33.9,41,941,233,973,253,1.9583,102300,<1H OCEAN
-122.4,37.73,48,1489,326,1115,356,2.6364,199300,NEAR BAY
-118.09,34.07,38,1036,226,1058,235,3.2578,184200,<1H OCEAN
-121.49,38.49,26,1557,301,986,300,2.6613,77700,INLAND
-121.27,37.98,43,1005,200,492,172,2.6812,72800,INLAND
-117.68,34.08,21,5662,1185,3067,1055,3.3482,137300,INLAND
-120.67,37.97,9,7450,1475,2233,930,2.6528,133000,INLAND
-122.25,37.53,16,4428,664,1677,623,7.6864,422500,NEAR BAY
-122.47,37.75,46,3238,544,1293,470,6.1592,381700,NEAR BAY
-118.25,33.9,42,1386,320,1163,319,2.4271,89500,<1H OCEAN
-122.42,37.78,52,989,425,634,341,2.4414,275000,NEAR BAY
-117.83,33.8,31,2016,409,1095,405,3.8681,196000,<1H OCEAN
-118.18,33.96,20,427,118,402,105,1.4167,137500,<1H OCEAN
-121.96,37.53,28,2949,529,1538,545,4.9615,228000,<1H OCEAN
-118.07,34.06,34,2873,718,2758,699,2.5985,168600,<1H OCEAN
-118.89,34.33,23,366,62,265,66,3.125,375000,<1H OCEAN
-121.84,37.35,22,2914,768,2962,762,2.2031,164000,<1H OCEAN
-122.63,38.24,45,1615,338,823,327,2.5179,145500,<1H OCEAN
-117.89,33.92,17,2936,555,1381,535,5.4617,190300,<1H OCEAN
-121.23,37.82,14,1847,325,1030,309,4.9271,155300,INLAND
-121.33,38,32,4474,929,2177,884,3.2889,98900,INLAND
-119.03,35.38,38,2122,394,843,410,3,91800,INLAND
-118.35,34.06,52,1368,322,617,303,5.3819,440900,<1H OCEAN
-121.97,37.96,28,1433,290,877,313,4.7891,184800,INLAND
-119.55,37.75,30,2165,536,1500,414,3.5391,55900,INLAND
-124.17,40.74,17,2026,338,873,313,4.0357,128900,NEAR OCEAN
-122.48,37.76,52,1845,336,1015,337,4.1397,331300,NEAR BAY
-117.92,34.06,35,2894,467,1420,479,5.184,224900,<1H OCEAN
-122.12,37.85,18,5252,686,1870,657,8.0074,454100,NEAR BAY
-122.12,37.42,36,2607,551,1165,523,5.1524,373100,NEAR BAY
-117.47,33.93,33,919,208,724,235,3.4028,110500,INLAND
-121,37.63,49,2051,500,1525,467,1.59,80900,INLAND
-121.98,37.24,35,3574,485,1325,476,8.5425,500001,<1H OCEAN
-122.46,37.64,26,2806,375,1617,396,5.3922,353700,NEAR OCEAN
-118.31,34.01,52,1793,350,1303,366,3.0759,123700,<1H OCEAN
-118.42,34.02,34,2995,942,2626,947,2.2402,450000,<1H OCEAN
-118.36,34.22,37,1512,348,1545,351,3.7663,160300,<1H OCEAN
-117.95,33.87,22,1432,335,746,296,2.0227,55000,<1H OCEAN
-121.46,38.57,52,1625,419,614,383,2.0549,156700,INLAND
-122.41,37.6,31,4424,834,1915,817,4.1364,412000,NEAR OCEAN
-122.36,37.56,32,4684,540,1512,511,15.0001,500001,NEAR OCEAN
-122.34,37.93,30,2515,481,1327,428,2.1287,95000,NEAR BAY
-118.35,33.87,34,2823,500,1429,483,5.5,279600,<1H OCEAN
-118.3,34.17,17,4041,1169,3309,1117,2.6016,222400,<1H OCEAN
-120.45,34.87,4,1533,221,545,191,7.5696,328700,<1H OCEAN
-121.44,37.75,16,2229,458,1199,445,3.4821,170600,INLAND
-121.4,38.59,25,2228,534,1130,481,2.5363,124600,INLAND
-117.69,33.65,15,5394,748,2383,706,7.5619,302000,<1H OCEAN
-122.23,37.81,52,2315,292,861,258,8.8793,410300,NEAR BAY
-121.27,37.79,16,1853,390,1013,362,2.7083,173900,INLAND
-121.82,38.01,42,1017,253,798,266,2.1719,99100,INLAND
-122.48,37.76,52,2684,574,1395,549,3.9097,323800,NEAR BAY
-122.74,38.44,23,2819,612,1644,546,2.6576,147900,<1H OCEAN
-122.49,38,26,48,8,19,8,7.7197,400000,NEAR BAY
-117.9,33.63,26,1632,376,598,375,3.2125,455000,<1H OCEAN
-118.17,33.98,36,627,177,834,175,2.9844,163600,<1H OCEAN
-117.87,33.63,9,6163,1004,1912,903,10.8289,500001,<1H OCEAN
-118.5,34.52,3,6577,1056,3032,1004,5.9263,251800,INLAND
-118.14,33.86,37,1404,257,652,258,4.2062,195400,<1H OCEAN
-119.23,35.79,31,2862,606,2467,600,2.3125,62100,INLAND
-121.88,37.39,13,3334,565,2240,561,7.105,273900,<1H OCEAN
-118.9,34.17,14,4719,734,1880,731,5.3558,313800,<1H OCEAN
-122.66,38.47,23,2246,437,1035,386,3.7617,172600,<1H OCEAN
-122.06,37.64,20,1655,450,857,430,3.5541,350000,NEAR BAY
-117.47,33.94,34,559,139,532,137,3.0687,88500,INLAND
-118.28,34.16,49,1393,290,605,282,2.9491,257400,<1H OCEAN
-118.28,34.76,19,3430,601,1817,571,4.7875,163600,INLAND
-118.16,33.79,26,3061,844,2135,769,2.875,164000,NEAR OCEAN
-117.09,32.76,31,2567,624,1255,582,2.5909,159100,NEAR OCEAN
-122.86,39.05,20,1592,327,647,253,2.5326,136800,INLAND
-120.25,38.03,21,4924,966,1175,454,2.9457,116500,INLAND
-121.01,37.72,23,1373,264,677,245,2.5486,161100,INLAND
-116.97,33.13,10,5149,851,2177,783,6.7957,287500,<1H OCEAN
-118.27,33.81,38,1607,337,1130,334,4.4821,190700,<1H OCEAN
-118.08,33.78,30,2879,403,1109,414,6.9324,364700,<1H OCEAN
-121.45,38.53,34,1893,415,884,395,2.1679,75400,INLAND
-121.91,37.29,36,945,149,371,158,5.6266,320500,<1H OCEAN
-118.27,33.99,30,504,140,529,123,1.9531,100000,<1H OCEAN
-118.35,33.87,28,2319,579,1369,564,3.6169,257000,<1H OCEAN
-119.03,35.37,52,1503,367,554,277,1.6786,126600,INLAND
-118.32,33.91,34,3041,677,1920,640,4.5304,181300,<1H OCEAN
-117.31,33.07,21,2035,534,948,467,3.2984,369400,NEAR OCEAN
-122,37.3,29,3429,524,1518,520,7.218,400700,<1H OCEAN
-118.31,33.96,43,2149,493,1316,462,1.528,131800,<1H OCEAN
-117.81,33.82,20,2819,319,1019,319,12.2092,500001,<1H OCEAN
-120.43,34.95,43,2020,344,692,310,3.6815,181800,<1H OCEAN
-118.19,33.86,36,2013,546,1659,522,3.1215,153600,<1H OCEAN
-121.32,38.66,21,1276,208,501,205,3.95,143600,INLAND
-121.48,38.53,38,1451,315,786,340,2.3487,101600,INLAND
-122.45,37.66,36,5456,926,2761,916,4.7755,280700,NEAR OCEAN
-115.55,32.78,5,2652,606,1767,536,2.8025,84300,INLAND
-122.27,37.8,39,1715,623,1327,467,1.8477,179200,NEAR BAY
-121.45,41.04,33,2029,378,936,343,2.67,77500,INLAND
-122.2,39.52,39,2551,482,1181,437,2.0625,63400,INLAND
-117.83,33.8,30,4713,758,2271,730,5.8622,221000,<1H OCEAN
-118.37,34.07,50,2519,NA,1117,516,4.3667,405600,<1H OCEAN
-118.76,34.26,26,1750,284,962,278,4.5673,190400,<1H OCEAN
-117.99,33.9,33,2161,383,1235,383,5.6454,202800,<1H OCEAN
-117.93,33.95,31,3600,468,1382,435,7.4597,500001,<1H OCEAN
-118.21,33.88,29,1976,444,1254,371,2.1782,126800,<1H OCEAN
-121.96,37.29,24,1240,263,690,276,5,283000,<1H OCEAN
-120.59,37.36,11,3946,978,2814,953,2.0179,87300,INLAND
-122.08,37.72,31,3866,531,1368,521,6.187,340400,NEAR BAY
-118.27,34.18,52,3034,406,1158,399,6.2976,498400,<1H OCEAN
-115.46,33.19,33,1234,373,777,298,1,40000,INLAND
-121.94,37.31,30,4238,1010,1914,972,3.7632,307000,<1H OCEAN
-122.62,37.85,30,833,164,358,143,6.8198,493800,NEAR OCEAN
-118.25,34.14,37,584,260,552,235,1.8235,275000,<1H OCEAN
-122.9,38.28,52,1275,218,627,185,2.3482,163500,NEAR OCEAN
-121.86,37.7,13,9621,1344,4389,1391,6.6827,313700,INLAND
-121.42,38.7,10,2562,460,1478,433,4.0625,96200,INLAND
-123.79,39.5,24,1421,291,588,274,2.325,157300,<1H OCEAN
-117.1,32.69,11,3071,911,2812,774,1.2413,83100,NEAR OCEAN
-122.17,37.76,47,2118,413,965,382,2.1842,107900,NEAR BAY
-122.24,37.75,45,891,NA,384,146,4.9489,247100,NEAR BAY
-118.28,33.97,38,1819,497,2110,499,1.6027,97300,<1H OCEAN
-117.7,34.07,33,1552,288,1326,303,3.7969,128400,INLAND
-118.11,33.95,34,2319,334,941,356,6.4319,452300,<1H OCEAN
-121.89,37.45,15,2428,513,1687,519,4.75,254400,<1H OCEAN
-121.34,38.03,12,2707,433,1200,380,4.9861,133500,INLAND
-118.35,34.13,39,1610,278,511,278,4.3333,385900,<1H OCEAN
-118.18,34.02,33,832,226,987,220,3.0972,125000,<1H OCEAN
-118.17,33.97,31,3388,1059,3558,957,2.4049,159000,<1H OCEAN
-118.37,33.87,18,2516,485,1128,433,5.0114,338600,<1H OCEAN
-118.52,34.18,42,1611,410,879,386,3.1923,221800,<1H OCEAN
-118.23,34.11,35,4148,971,3220,892,3.3389,187100,<1H OCEAN
-121.26,38.73,14,3323,499,1527,540,5.3451,172100,INLAND
-117.9,33.98,20,9893,2283,7228,2159,3.253,186700,<1H OCEAN
-117.03,32.6,26,1335,224,742,215,5.152,143400,NEAR OCEAN
-122.26,37.9,37,2220,335,903,362,7.8336,371300,NEAR BAY
-117.12,32.77,43,2167,464,977,461,3.125,192200,NEAR OCEAN
-119.17,34.21,33,1039,256,1432,272,3.1103,143500,NEAR OCEAN
-118.27,33.99,41,656,162,730,170,1.8047,101800,<1H OCEAN
-119.17,34.25,15,1329,282,1001,284,3.65,189300,NEAR OCEAN
-121.01,37.64,52,201,35,74,22,1.3036,75000,INLAND
-122.42,37.79,52,3511,1232,2452,1131,2.5013,275000,NEAR BAY
-118.13,34.04,36,1938,364,1118,374,3.5833,227300,<1H OCEAN
-121.29,38.04,16,2128,441,1860,459,3.1779,97300,INLAND
-121.38,38.7,25,3919,764,2203,783,2.2402,89500,INLAND
-117.92,33.75,32,790,199,1196,201,3.0625,142800,<1H OCEAN
-122.45,37.79,52,1457,215,495,208,10.7097,500001,NEAR BAY
-120.43,34.69,33,2054,373,1067,358,3.6023,128300,NEAR OCEAN
-118.45,34.04,22,3319,1045,1848,940,3.6673,283300,<1H OCEAN
-118.19,34.05,41,1098,264,1178,245,2.1058,124300,<1H OCEAN
-119.74,34.41,30,2365,417,1053,409,5.5959,346200,NEAR OCEAN
-118.13,33.93,19,1793,447,1222,452,2.6862,195800,<1H OCEAN
-117.19,32.83,30,2288,448,1240,469,4.0114,169800,NEAR OCEAN
-118.37,34.08,52,2946,695,1258,650,3.9783,374100,<1H OCEAN
-121.82,37.39,37,4137,636,1569,578,6.1008,286200,<1H OCEAN
-117.08,33.82,6,1771,293,935,279,4.065,148200,INLAND
-121.17,37.88,22,1283,256,3082,239,3.5365,111800,INLAND
-117.98,34.02,33,3512,632,1971,598,4.4653,193200,<1H OCEAN
-118.53,34.27,33,1927,305,896,293,5.634,320500,<1H OCEAN
-117.06,34,33,1575,326,879,282,2.5357,94400,INLAND
-117.05,32.56,17,985,233,811,223,2.875,134500,NEAR OCEAN
-120.59,38.76,21,1728,417,731,334,1.7266,94700,INLAND
-122.41,37.8,52,2583,672,1335,613,3.1477,500001,NEAR BAY
-117.13,32.75,31,2336,656,1186,609,2.5872,130600,NEAR OCEAN
-117.19,34.06,37,1467,348,1316,339,1.448,72800,INLAND
-118.3,33.95,27,1774,444,1622,402,2.2031,96900,<1H OCEAN
-118.03,34.06,36,1018,305,1307,292,2.1453,162100,<1H OCEAN
-120.43,34.96,24,1799,470,1416,408,2.0673,136900,<1H OCEAN
-118.28,34.09,49,3828,1197,2862,1009,2.4677,219200,<1H OCEAN
-119.63,34.44,37,3188,442,984,376,9.4522,500001,<1H OCEAN
-118.11,33.9,35,1323,269,1084,240,5.0753,178000,<1H OCEAN
-122.41,37.74,52,1842,339,1032,357,5.5563,250800,NEAR BAY
-124.18,40.78,37,1453,293,867,310,2.5536,70200,NEAR OCEAN
-117.88,33.93,17,6100,861,2771,866,7.6486,306700,<1H OCEAN
-118.08,34.13,46,1238,147,377,145,8.4546,500001,INLAND
-117.13,32.74,50,1527,338,728,322,2.625,203200,NEAR OCEAN
-120.38,36.75,25,1689,495,1745,457,1.9056,60000,INLAND
-116.75,32.85,17,4863,845,2266,769,4.2321,217400,<1H OCEAN
-117.08,33.12,37,1060,268,823,229,1.8363,145500,<1H OCEAN
-122.38,37.59,31,3052,844,1581,788,3.0744,457700,NEAR OCEAN
-122.19,37.76,45,995,238,630,237,1.925,74100,NEAR BAY
-117.99,33.72,17,2801,649,1473,535,4.2875,134800,<1H OCEAN
-118.24,34.24,31,3812,595,1645,591,7.585,380100,<1H OCEAN
-122.03,37.86,25,3004,393,1145,376,7.2655,494000,NEAR BAY
-120.45,34.65,27,2253,382,1197,384,3.3203,134700,NEAR OCEAN
-118.19,33.91,43,1531,357,1509,376,2.6354,128100,<1H OCEAN
-117.89,33.66,33,3595,785,1621,732,4.1372,265200,<1H OCEAN
-118.1,33.92,35,2017,383,1388,386,4.0774,171600,<1H OCEAN
-122.04,37.96,16,2913,723,1705,693,2.9097,106300,NEAR BAY
-118.43,34.33,18,5891,920,2882,911,5.901,235600,<1H OCEAN
-121.45,38.54,48,3421,734,1441,727,1.9485,86600,INLAND
-122.12,37.88,35,2785,362,1001,363,8.0448,433300,NEAR BAY
-117.13,32.76,33,1591,461,794,425,2.6333,140000,NEAR OCEAN
-118.11,33.79,36,1993,354,884,337,5.587,244900,<1H OCEAN
-119.02,35.39,30,227,75,169,101,1.3527,60000,INLAND
-118.15,33.91,35,574,116,610,147,3.3182,133300,<1H OCEAN
-118.35,34.19,45,903,190,557,204,4.0313,209100,<1H OCEAN
-121.27,38.66,19,1891,266,678,255,6.1872,188700,INLAND
-118.59,34.21,26,2335,669,1986,645,2.9974,178800,<1H OCEAN
-118.04,34.11,44,773,120,405,121,5,447100,INLAND
-121.7,37.91,17,1962,291,825,267,4.8958,187100,INLAND
-117.07,32.64,32,5135,1025,2152,944,4.1325,172800,NEAR OCEAN
-122.07,37.39,19,1465,342,646,345,4.712,289300,NEAR BAY
-120.76,38.6,14,2925,625,1226,437,2.5865,133800,INLAND
-122.09,37.39,36,1035,196,475,205,5.5385,359000,NEAR BAY
-122.05,37.35,34,2494,375,1399,382,7.3753,388100,<1H OCEAN
-118.97,37.64,13,1907,544,575,234,3.0685,162500,INLAND
-117.91,33.76,20,4413,NA,4818,1063,2.8594,215100,<1H OCEAN
-117.46,33.94,35,1566,294,1056,279,3.5227,105400,INLAND
-121.86,37.4,21,1386,260,946,257,6.5226,258500,<1H OCEAN
-120.74,39.82,9,1955,398,294,122,3.9583,126500,INLAND
-121.47,38.58,44,2092,555,878,528,1.5922,115100,INLAND
-118.17,34.14,45,2257,285,759,305,11.7894,500001,<1H OCEAN
-122.56,41.53,29,1729,355,848,328,2.2024,60900,INLAND
-122.69,39.02,27,2199,527,744,316,2.1094,72400,INLAND
-122.15,37.69,36,1545,273,863,267,4.0109,192900,NEAR BAY
-118.5,34.03,52,1711,245,671,242,7.7572,500001,<1H OCEAN
-117.91,33.81,18,1181,353,781,340,2.5625,153100,<1H OCEAN
-119.77,37.19,8,5212,872,2383,857,4.1099,113600,INLAND
-122.29,37.87,50,1829,536,1129,516,2.6684,185600,NEAR BAY
-122.44,37.8,52,1006,291,445,257,2.7717,500000,NEAR BAY
-122.28,37.8,38,684,176,344,155,2.0114,131300,NEAR BAY
-117.11,32.82,16,3980,682,3174,647,2.6607,175000,NEAR OCEAN
-122.55,38.02,27,4985,711,1928,742,6.4978,361500,NEAR BAY
-122.15,37.67,35,2472,398,1171,390,5.5797,198100,NEAR BAY
-117.64,34.07,38,2450,544,1823,536,2.837,111200,INLAND
-118.38,34.17,30,2016,622,1359,557,2.7708,192300,<1H OCEAN
-118.28,33.95,41,835,208,707,192,1.4103,86200,<1H OCEAN
-117.95,33.78,26,4115,883,2184,825,3.9536,191000,<1H OCEAN
-117.57,33.93,3,1240,151,519,146,7.5408,271900,INLAND
-118.24,33.78,24,574,173,784,162,2.25,152300,NEAR OCEAN
-122.37,37.81,26,5416,1045,4531,962,2.7909,250000,NEAR BAY
-118.37,34.18,36,1608,373,1217,374,2.9728,190200,<1H OCEAN
-117.94,33.76,27,2512,506,1861,511,4.2386,184200,<1H OCEAN
-118.04,33.99,47,2530,565,1262,509,3.6475,197100,<1H OCEAN
-116.93,33.73,13,3603,573,1644,515,4.0433,132300,INLAND
-122.48,38.51,49,1977,393,741,339,3.1312,247600,INLAND
-119.77,36.85,8,1519,234,711,248,5.9897,123600,INLAND
-118.17,34.03,43,1636,506,1855,502,2.2902,152400,<1H OCEAN
-118.3,33.95,50,1843,326,892,314,3.1346,120000,<1H OCEAN
-118.15,34.05,33,3287,649,1783,653,3.8472,293300,<1H OCEAN
-117.93,33.88,45,1306,293,585,260,4.0812,241700,<1H OCEAN
-118.12,34.08,49,1782,374,1010,367,3.1583,268200,<1H OCEAN
-121.42,38.49,17,13180,2444,7235,2335,3.363,103000,INLAND
-117.88,33.78,26,1813,421,1235,343,3.5972,187500,<1H OCEAN
-118.97,37.64,14,2284,622,342,137,3.0921,87500,INLAND
-118.17,34.02,33,346,103,488,107,1.8681,112500,<1H OCEAN
-122.65,38.4,21,1059,150,400,154,6.8586,343100,<1H OCEAN
-119.71,36.88,17,2236,315,992,312,6.9405,165200,INLAND
-121.56,38.44,43,1485,270,653,251,3,141700,INLAND
-122.27,37.77,23,5679,1270,2690,1151,4.7695,291700,NEAR BAY
-121.04,39,21,4059,730,1874,693,4.8051,174300,INLAND
-118.33,33.34,52,2359,591,1100,431,2.8333,414700,ISLAND
-118.34,34.19,48,814,165,490,176,3.1406,223100,<1H OCEAN
-118.23,34.07,40,506,119,397,114,3.1944,143800,<1H OCEAN
-117.89,33.75,31,1205,280,1476,301,4.0231,139200,<1H OCEAN
-117.15,34.04,14,2845,420,1172,377,7.5822,283100,INLAND
-122.26,37.86,52,3774,744,1461,679,2.9405,289500,NEAR BAY
-118.18,33.88,47,882,185,536,174,4.625,163000,<1H OCEAN
-122.09,37.7,30,1751,269,731,263,6.005,263900,NEAR BAY
-118.27,33.95,39,1529,358,1154,357,1.2091,97900,<1H OCEAN
-118.29,34.01,50,2238,673,2247,583,1.6505,125000,<1H OCEAN
-121.14,37.46,4,2919,503,1592,491,5.2452,161900,INLAND
-118.44,33.98,21,18132,5419,7431,4930,5.3359,500001,<1H OCEAN
-121.47,38.52,26,2177,638,1971,560,1.2575,66800,INLAND
-121.48,38.46,8,10505,1777,6002,1694,4.0516,121200,INLAND
-118.03,34.15,43,1694,283,674,267,4.1797,486800,INLAND
-124.19,40.77,30,2975,634,1367,583,2.442,69000,NEAR OCEAN
-118.31,34.26,36,1882,453,1005,409,3.8,217100,<1H OCEAN
-117.19,34.1,5,2167,384,1174,358,4.0114,97700,INLAND
-117.13,32.74,46,3355,768,1457,708,2.6604,170100,NEAR OCEAN
-123.11,39.32,20,2745,504,1421,430,3.3431,137500,INLAND
-117.9,33.65,30,1634,373,771,364,3.4125,284100,<1H OCEAN
-117.61,33.42,31,3959,856,1919,775,4.0313,282000,NEAR OCEAN
-117.32,34.24,29,1290,263,323,113,1.9265,103300,INLAND
-118.42,34.2,24,3148,908,2850,839,1.9549,221500,<1H OCEAN
-117.33,34.03,18,2342,402,1264,382,4.7986,123700,INLAND
-118.01,33.8,16,4021,701,1488,650,5.32,219500,<1H OCEAN
-122.46,38.29,35,1762,350,686,339,3.5982,271700,NEAR BAY
-118.52,34.21,34,1663,299,762,282,5.1265,211000,<1H OCEAN
-118.09,33.94,33,1976,404,1379,395,3.8542,175400,<1H OCEAN
-117.99,33.67,15,3141,664,1729,633,4.2165,234600,<1H OCEAN
-117.43,34.08,13,4563,1187,2475,1019,2.1189,121700,INLAND
-118.38,33.87,23,2387,418,1008,415,5.8518,337900,<1H OCEAN
-122.27,37.86,52,834,186,494,175,3.15,206300,NEAR BAY
-122.43,37.76,52,3708,849,1531,822,3.3565,386400,NEAR BAY
-122.04,37.67,18,3000,419,1155,415,6.8233,332600,NEAR BAY
-118.22,33.92,43,1195,256,1251,262,3.4539,125000,<1H OCEAN
-117.91,33.92,21,380,91,398,70,4.7222,208300,<1H OCEAN
-119.8,36.75,41,1659,466,1391,447,1.3527,61200,INLAND
-124.3,41.84,17,2677,531,1244,456,3.0313,103600,NEAR OCEAN
-120.16,39.04,18,2040,402,350,129,4.0313,126000,INLAND
-117.91,33.61,40,2790,531,952,424,4.8,500001,<1H OCEAN
-121.45,39.26,15,2319,416,1047,385,3.125,115600,INLAND
-121.92,37.33,52,2962,557,1215,506,4.7768,301100,<1H OCEAN
-117.22,33.93,14,5104,1026,3513,972,3.2148,117000,INLAND
-122.34,37.57,52,2547,373,876,359,8.2598,500001,NEAR OCEAN
-117.9,33.64,36,2017,357,850,348,5.0532,310900,<1H OCEAN
-118.14,33.84,45,1908,361,890,342,4.575,336000,<1H OCEAN
-118.22,33.94,40,930,258,1203,244,2.5938,115400,<1H OCEAN
-116.96,33.75,35,3269,757,2328,705,2.5898,76300,INLAND
-119.78,36.8,34,3426,623,1938,647,2.8994,66000,INLAND
-117.74,34.05,27,852,237,1024,221,2.1141,110900,INLAND
-122.33,40.57,16,2777,503,1432,500,2.5592,75900,INLAND
-117.59,33.43,14,3223,484,1230,488,6.5964,358800,NEAR OCEAN
-118.86,34.2,32,2399,384,1199,390,4.125,264600,<1H OCEAN
